id,name,legal_name,idno,niche,niche_label,owner_or_manager,locality,sector,address,phone,email,instagram,facebook,telegram,whatsapp,maps_url,outreach_status,demo_site_url,website_status,verified_at,confidence,purchase_score,estimated_budget_mdl,recommended_approach,source_1,source_2,source_3,website_check_summary,notes
"chisinau-bakery-oli-s-bakery-123","Oli's Bakery","","","bakery","Пекарни","","Chișinău","Buiucani / Durlești","Str. Liviu Deleanu 14B, Durlești, Chișinău","+37369350251","","https://www.instagram.com/olisbakery.cafe/","https://www.facebook.com/giftshopbyoli/","","","","новый","","verified_no_site","2026-07-15","high","9","8 000–18 000","Предложить сайт кондитерской с каталогом тортов, заказом, локациями и галереей работ.","https://restaurantguru.com/Olis-Bakery-Chisinau","https://gurmand.md/ro/listings/olis-bakery/","https://www.instagram.com/olisbakery.cafe/","brand_exact_search: ""Oli's Bakery"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Oli's Bakery"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Oli's Bakery"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/olisbakery.cafe/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37369350251"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: olisbakery.md olisbakery.com olisbakery.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-draft-124","Draft","","","coffee","Кофейни","","Chișinău","Ciocana","Bd. Mircea cel Bătrîn 9B, Chișinău","+37378887555","","","https://www.facebook.com/berariadraft/","","","","новый","","verified_no_site","2026-07-15","high","8","9 000–18 000","Предложить сайт бара с меню, акциями, бронью столов и афишей мероприятий.","https://restaurantguru.com/DRAFT-Retea-de-berarii-Chisinau-3","https://afisha.md/ro/places/cafe-bar/413/draft","https://evendo.com/locations/moldova/chisinau/ciocana/bar/draft","brand_exact_search: ""Draft"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Draft"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Draft"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Draft social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37378887555"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: draft.md draft.com draft.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-ograda-cafe-125","Ograda Café","","","coffee","Кофейни","","Chișinău","Rîșcani","Bd. Moscova 21, Chișinău","+37369881340","","https://www.instagram.com/cafe.ograda/","https://www.facebook.com/ogradacafe/","","","","новый","","verified_no_site","2026-07-15","high","9","8 000–17 000","Предложить сайт кофейни с меню, завтраками, фото интерьера, картой и заявкой на мероприятия.","https://restaurantguru.com/Cafe-Ograda-Chisinau","https://www.facebook.com/ogradacafe/","https://www.foodyas.com/MD/Chisinau/105164901083805/Ograda-Cafe","brand_exact_search: ""Ograda Café"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Ograda Café"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Ograda Café"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/cafe.ograda/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37369881340"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: ogradacafe.md ogradacafe.com ogradacafe.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-bakery-placintaria-stefanita-rc-126","Plăcintăria Stefănița-RC","","","bakery","Пекарни","","Chișinău","Centru","Str. Maria Cebotari 53, Chișinău","+37322244321","","","https://www.facebook.com/search/top?q=Stefani%C8%9Ba-RC%20Chi%C8%99in%C4%83u","","","","новый","","verified_no_site","2026-07-15","high","8","7 000–15 000","Предложить сайт с меню плацинт, фото, заказом на вынос/доставку и картой.","https://restaurantguru.com/Stefanita-Placinte-Chisinau","https://ru.restaurantguru.com/Stefanita-Placinte-Chisinau","https://de.restaurantguru.com/Stefanita-Placinte-Chisinau","brand_exact_search: ""Plăcintăria Stefănița-RC"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Plăcintăria Stefănița-RC"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Plăcintăria Stefănița-RC"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Plăcintăria Stefănița-RC social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37322244321"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: placintariastefanitarc.md placintariastefanitarc.com placintariastefanitarc.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-coffee-premium-beer-127","Premium Beer","","","coffee","Кофейни","","Chișinău","Ciocana","Bd. Mircea cel Bătrîn 9, Chișinău","+37362177779","","","https://www.facebook.com/search/top?q=Premium%20Beer%20Chi%C8%99in%C4%83u","","","","новый","","verified_no_site","2026-07-15","high","7","6 000–13 000","Предложить сайт бара с меню напитков, режимом работы, картой и промо-страницами.","https://restaurantguru.com/amp/Premium-Beer-Chisinau-4","https://evendo.com/locations/moldova/chisinau/ciocana/best-bars","https://restaurantguru.com/amp/Premium-Beer-Chisinau-4","brand_exact_search: ""Premium Beer"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Premium Beer"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Premium Beer"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: Premium Beer social profile website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37362177779"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: premiumbeer.md premiumbeer.com premiumbeer.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-barber-marskill-barber-128","Marskill Barber","","","barber","Барбершопы","","Chișinău","Centru","Str. Columna 105, Chișinău","+37368399973","","https://www.instagram.com/marskill_barber/","","","","","новый","","verified_no_site","2026-07-15","high","8","6 000–14 000","Предложить сайт барбершопа с услугами, мастерами, ценами, записью и картой.","https://apnt.app/marskill_barber","https://www.instagram.com/marskill_barber/","","brand_exact_search: ""Marskill Barber"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Marskill Barber"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Marskill Barber"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/marskill_barber/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37368399973"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: marskillbarber.md marskillbarber.com marskillbarber.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-beauty-snbbeauty-129","snbbeauty","","","beauty","Салоны красоты","","Chișinău","Centru","Str. Armenească 8 / Bernardazzi 43, Chișinău","+37369778911","","https://www.instagram.com/browhenna_girls/","","","","","новый","","verified_no_site","2026-07-15","high","8","6 000–14 000","Предложить сайт бьюти-кабинета с услугами, ценами, геолокацией и записью.","https://apnt.app/snbbeauty","https://www.instagram.com/browhenna_girls/","","brand_exact_search: ""snbbeauty"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""snbbeauty"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""snbbeauty"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/browhenna_girls/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37369778911"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: snbbeauty.md snbbeauty.com snbbeauty.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-beauty-prowoman-beauty-salon-130","ProWoman Beauty Salon","","","beauty","Салоны красоты","","Chișinău","Centru","Str. București 90, Chișinău","+37360789939","","https://www.instagram.com/prowomen_beautysalon/","","","","","новый","","verified_no_site","2026-07-15","high","8","7 000–16 000","Предложить сайт салона полного цикла с услугами, мастерами, портфолио и формой записи.","https://apnt.app/prowomanbeautysalon","https://www.instagram.com/prowomen_beautysalon/","","brand_exact_search: ""ProWoman Beauty Salon"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""ProWoman Beauty Salon"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""ProWoman Beauty Salon"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/prowomen_beautysalon/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360789939"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: prowomanbeautysalon.md prowomanbeautysalon.com prowomanbeautysalon.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-nails-ignatiuc-nicoleta-milo-nails-studio-131","Ignatiuc Nicoleta / Milo Nails Studio","","","nails","Маникюрные студии","","Chișinău","Centru / Buiucani","Str. București 116, etaj 3, Chișinău","+37360378895","","https://www.instagram.com/milo_nails_studio/","","","","","новый","","verified_no_site","2026-07-15","high","8","6 000–14 000","Предложить сайт мастера маникюра с портфолио, прайсом, отзывами и быстрым бронированием.","https://apnt.app/milo","https://www.instagram.com/milo_nails_studio/","","brand_exact_search: ""Ignatiuc Nicoleta / Milo Nails Studio"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Ignatiuc Nicoleta / Milo Nails Studio"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Ignatiuc Nicoleta / Milo Nails Studio"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/milo_nails_studio/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360378895"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: ignatiucnicoletamilonailsstudio.md ignatiucnicoletamilonailsstudio.com ignatiucnicoletamilonailsstudio.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-nails-nail-stella-132","Nail'Stella","","","nails","Маникюрные студии","","Chișinău","Centru / Telecentru","Str. Avram Iancu 32 / Str. Nicolae Testemițeanu 23, Chișinău","+37360188532","","https://www.instagram.com/nailstellastudio/","https://www.facebook.com/search/top?q=Stella%20R%20Nails%20Chisinau","","","","новый","","verified_no_site","2026-07-15","high","8","7 000–15 000","Предложить сайт nail-студии с двумя адресами, услугами, портфолио и заявкой на запись.","https://apnt.app/nailstella","https://www.instagram.com/nailstellastudio/","","brand_exact_search: ""Nail'Stella"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Nail'Stella"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Nail'Stella"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/nailstellastudio/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360188532"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: nailstella.md nailstella.com nailstella.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-nails-tonko-nails-studio-133","Tonko Nails Studio","","","nails","Маникюрные студии","","Chișinău","Rîșcani","Str. Tudor Vladimirescu 8/1, Chișinău","+37360493069","","https://www.instagram.com/katherinne_nails/","","","","","новый","","verified_no_site","2026-07-15","high","8","6 000–14 000","Предложить сайт студии маникюра с портфолио, отзывами, прайсом и картой.","https://apnt.app/tonkonailstudio","https://www.instagram.com/katherinne_nails/","","brand_exact_search: ""Tonko Nails Studio"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Tonko Nails Studio"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Tonko Nails Studio"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/katherinne_nails/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360493069"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: tonkonailsstudio.md tonkonailsstudio.com tonkonailsstudio.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-beauty-dina-lash-brow-134","dina_lash.brow","","","lashes","Наращивание ресниц и лэшмейкеры","","Chișinău","Centru","Str. George Coșbuc 12, Chișinău","+37368964140","","https://www.instagram.com/dina_lash.brow/","","","","","новый","","verified_no_site","2026-07-15","high","8","6 000–13 000","Предложить сайт lash/brow мастера с услугами, ценами, фото работ и записью.","https://apnt.app/dina_lash_brow","https://www.instagram.com/dina_lash.brow/","","brand_exact_search: ""dina_lash.brow"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""dina_lash.brow"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""dina_lash.brow"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/dina_lash.brow/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37368964140"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: dinalashbrow.md dinalashbrow.com dinalashbrow.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-barber-barber-nicu-135","Barber Nicu","","","barber","Барбершопы","","Chișinău","Botanica","Str. Independenței 6/3, Chișinău","+37360614525","","https://www.instagram.com/nicu.l__/","","","","","новый","","verified_no_site","2026-07-15","high","7","5 000–12 000","Предложить персональный сайт барбера с портфолио стрижек, ценами и кнопкой записи.","https://apnt.app/barber_nicu","https://www.instagram.com/nicu.l__/","","brand_exact_search: ""Barber Nicu"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Barber Nicu"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Barber Nicu"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/nicu.l__/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360614525"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: barbernicu.md barbernicu.com barbernicu.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-beauty-lashesbrows-dorynel-136","Lashesbrows Dorynel","","","lashes","Наращивание ресниц и лэшмейкеры","","Chișinău","Botanica","Str. Independenței 10/1, Chișinău","+37360146832","","https://www.instagram.com/dorynel_lashesbrows/","","","","","новый","","verified_no_site","2026-07-15","high","7","5 000–12 000","Предложить сайт для lash/brow услуг с портфолио, ценами и онлайн-заявкой.","https://apnt.app/lashesbrows_dorynel_","https://www.instagram.com/dorynel_lashesbrows/","","brand_exact_search: ""Lashesbrows Dorynel"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Lashesbrows Dorynel"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Lashesbrows Dorynel"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/dorynel_lashesbrows/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360146832"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: lashesbrowsdorynel.md lashesbrowsdorynel.com lashesbrowsdorynel.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-beauty-irra-brows-137","irra.brows","","","beauty","Салоны красоты","","Chișinău","Rîșcani","Wine Hotel, per. Aerodromnaia 4, cabinet 203, Chișinău","+37379007913","","https://www.instagram.com/irra.brows/","","","","","новый","","verified_no_site","2026-07-15","high","7","5 000–12 000","Предложить сайт brow/lash мастера с до/после, прайсом, картой кабинета и записью.","https://apnt.app/irra_brows","https://www.instagram.com/irra.brows/","","brand_exact_search: ""irra.brows"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""irra.brows"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""irra.brows"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/irra.brows/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37379007913"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: irrabrows.md irrabrows.com irrabrows.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-nails-manicure-nadin-138","Manicure Nadin","","","nails","Маникюрные студии","","Chișinău","Centru","Str. Armenească 44/2, Chișinău","+37379508016","","https://www.instagram.com/nadin_manicure/","","","","","новый","","verified_no_site","2026-07-15","high","7","5 000–12 000","Предложить сайт мастера маникюра с портфолио, прайсом и быстрым контактом.","https://apnt.app/nadin_manicure","https://www.instagram.com/nadin_manicure/","","brand_exact_search: ""Manicure Nadin"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Manicure Nadin"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Manicure Nadin"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/nadin_manicure/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37379508016"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: manicurenadin.md manicurenadin.com manicurenadin.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-beauty-levitskaya-vlada-beauty-139","Levitskaya Vlada Beauty","","","beauty","Салоны красоты","","Chișinău","Botanica","Bd. Cuza Vodă 17/8, Chișinău","+37378147247","","https://www.instagram.com/le_vitskaya.beauty/","","","","","новый","","verified_no_site","2026-07-15","high","8","5 000–13 000","Предложить сайт визажиста/brow-мастера с услугами, портфолио, отзывами и записью.","https://apnt.app/levickaya_vlada","https://www.instagram.com/le_vitskaya.beauty/","","brand_exact_search: ""Levitskaya Vlada Beauty"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Levitskaya Vlada Beauty"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Levitskaya Vlada Beauty"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/le_vitskaya.beauty/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37378147247"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: levitskayavladabeauty.md levitskayavladabeauty.com levitskayavladabeauty.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-beauty-buzilova-viktoriya-keratin-140","Buzilova Viktoriya Keratin","","","hair_extensions","Наращивание и восстановление волос","","Chișinău","Centru","Str. Mihail Kogălniceanu 7, Chișinău","+37368130725","","https://www.instagram.com/keratin_buzilova/","","","","","новый","","verified_no_site","2026-07-15","high","7","5 000–12 000","Предложить сайт мастера реконструкции волос с услугами, до/после, прайсом и записью.","https://apnt.app/buzilova_viktoriya","https://www.instagram.com/keratin_buzilova/","","brand_exact_search: ""Buzilova Viktoriya Keratin"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Buzilova Viktoriya Keratin"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Buzilova Viktoriya Keratin"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/keratin_buzilova/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37368130725"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: buzilovaviktoriyakeratin.md buzilovaviktoriyakeratin.com buzilovaviktoriyakeratin.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-beauty-nicoly-hair-studio-141","Nicoly Hair Studio","","","beauty","Салоны красоты","","Chișinău","Centru","Str. Columna 61, Chișinău","+37379013847","","https://www.instagram.com/nicoly.hair.studio/","https://www.facebook.com/nicoly.studio","","","","новый","","verified_no_site","2026-07-15","high","8","6 000–14 000","Предложить сайт hair-студии с услугами keratin/botox/nanoplasty, портфолио и записью.","https://apnt.app/nicolyhairstudio","https://www.instagram.com/nicoly.hair.studio/","https://www.facebook.com/nicoly.studio","brand_exact_search: ""Nicoly Hair Studio"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Nicoly Hair Studio"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Nicoly Hair Studio"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/nicoly.hair.studio/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37379013847"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: nicolyhairstudio.md nicolyhairstudio.com nicolyhairstudio.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-beauty-popovici-mihaela-studio-142","Popovici Mihaela Studio","","","lashes","Наращивание ресниц и лэшмейкеры","","Chișinău","Centru","Str. Armenească 33/1, Chișinău","+37360269161","","https://www.instagram.com/popovici_studio/","","","","","новый","","verified_no_site","2026-07-15","high","8","6 000–14 000","Предложить сайт lash/brow студии с прайсом, обучением, портфолио и заявкой.","https://apnt.app/popovici_studio","https://www.instagram.com/popovici_studio/","","brand_exact_search: ""Popovici Mihaela Studio"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Popovici Mihaela Studio"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Popovici Mihaela Studio"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/popovici_studio/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37360269161"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: popovicimihaelastudio.md popovicimihaelastudio.com popovicimihaelastudio.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-beauty-deea-extensions-143","Deea Extensions","","","hair_extensions","Наращивание и восстановление волос","","Chișinău","Botanica","Str. Independenței 10/3, Chișinău","+37362009440","","https://www.instagram.com/deea_extensions/","","","","","новый","","verified_no_site","2026-07-15","high","7","5 000–13 000","Предложить сайт по наращиванию волос с портфолио, ценами, FAQ и записью.","https://apnt.app/deea_extensions","https://www.instagram.com/deea_extensions/","","brand_exact_search: ""Deea Extensions"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""Deea Extensions"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""Deea Extensions"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/deea_extensions/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37362009440"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: deeaextensions.md deeaextensions.com deeaextensions.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
"chisinau-detailing-tav-detailing-144","TAV Detailing","","","detailing","Автодетейлинг и автомойки высокого класса","","Chișinău","Ciocana","Str. Uzinelor 88, Chișinău","+37361003838","","https://www.instagram.com/tav_detailing_md/","","","","","новый","","verified_no_site","2026-07-15","high","8","7 000–16 000","Предложить сайт детейлинга с пакетами услуг, фото до/после, картой и заявкой.","https://apnt.app/tav_detailing","https://www.instagram.com/tav_detailing_md/","","brand_exact_search: ""TAV Detailing"" website OR ""official site"" OR ""site oficial"" Chișinău => no_owned_site_found_in_public_search_checkpoint || brand_md_domain_search: ""TAV Detailing"" site:.md => no_owned_md_domain_found_in_public_search_checkpoint || builder_search: ""TAV Detailing"" site:tilda.ws OR site:wixsite.com OR site:sites.google.com => no_builder_landing_found_in_public_search_checkpoint || bio_link_check: https://www.instagram.com/tav_detailing_md/ bio links / website field => no_owned_website_link_recorded_in_checked_public_sources || phone_exact_search: ""+37361003838"" => no_owned_site_found_from_phone_search_checkpoint || probable_domain_check: tavdetailing.md tavdetailing.com tavdetailing.ro => no_probable_owned_domain_confirmed_in_checkpoint","Checkpoint 1: public-source verification recorded; repeat website check before outreach."
